,SEX,SEX_MAP,EMOT,Field1,SIT,model_completion
5949,2,female,6.0,shame,I got into a tight pair of trousers and examined myself in the mirror.  My back looked unpresentable and I felt ashamed at my wanting to wear those clothes that day.  I quickly changed into another dress.,Embarrassment
5950,2,female,7.0,guilt,"When I do not put in the needed amount of hours of work or study for the day, I feel guilty and try to make up for the lost time.",Guilt
5951,1,male,1.0,joy,When I got the scholarship I was very happy as the finacial burden of the family was reduced.,Relief
5952,1,male,2.0,fear,I experienced fear when I was not prepared for the final year degree exams.,Anxiety
5953,1,male,3.0,anger,"When the others did not do their bit of work on a group assignment task, and I had to do all the work.",Frustration
5954,1,male,4.0,sadness,"After having been ill, when I was coming back to the hostel, I felt very sad leaving home.",Sadness
5955,1,male,5.0,disgust,"When my friend got very low marks in field work even though he had worked throughout the year, I had this feeling.",Sympathy
5956,1,male,6.0,shame,"I felt ashamed when I fought with my mother on some issue, and caused her trouble.",Guilt
5957,1,male,7.0,guilt,"I had enough time to do my assignment, and I did not do it well.  When the lecturer scolded me, I had this feeling.",Embarrassment
5958,1,male,1.0,joy,When I was selected at TISS X.,Excitement
5959,1,male,2.0,fear,When I almost walked on a snake.,Fear
5960,1,male,3.0,anger,When I was insulted by a man.,Anger
5961,1,male,4.0,sadness,When my mother left for Kenya.,Sadness
5962,1,male,5.0,disgust,[ When I see that the toilet is unclean.],Disgust
5963,1,male,6.0,shame,When my co-resident opened the bathroom door while I was bathing inside.,Embarrassment
5964,1,male,7.0,guilt,When I could not complete my assignment on time.,Stress
5965,2,female,1.0,joy,"At the pre-university, I was appreciated as an examplary student by our pricipal.  This is something which made me feel very happy.",Pride
5966,2,female,3.0,anger,"When I was blamed for some of my attributes which are very often misunderstood, especially when one is very frank.",Frustration
5967,2,female,4.0,sadness,"When my sister lost her only son, who was sixteen years old.  I felt very bad about it as this was the first death in my family and then I learned slowly to understand to life.",Grief
5968,2,female,5.0,disgust,"When I was in a Christian institution, sometimes the nuns would send back the people who came to visit us when it was not the visiting hours.  This disgusted me.",Frustration
5969,2,female,7.0,guilt,"Once I was not able to give a relative, who was in a critical period, a helping hand.  Whenever I think about it I feel guilty  for letting down the person who trusted me to give him a helping hand.",Guilt
5970,2,female,1.0,joy,The day I got a letter from the U.G.C informing me that I had been awarded the junior research fellowship.,Excitement
5971,2,female,2.0,fear,"When I was working in Delhi, I had gone alone to see the hostel where I would be residing.",Curiosity
5972,2,female,3.0,anger,"When a relative, who had come to our place, created untidyness and dirtyness.",Annoyance
5973,2,female,4.0,sadness,When I had to leave home to go to some other place to study.,Anxiety
5974,2,female,5.0,disgust,"When I went to visit a relative and saw how messy and dirty his place was, in the absence of his wife.",Disgust
5975,2,female,6.0,shame,When I broke-down while seeing off my friend.,Sadness
5976,2,female,7.0,guilt,[ The day I have not worked (academic) hard enough.],Disappointment
5977,1,male,1.0,joy,"[ When I have achieved what I wanted to achieve, I feel the above stated emotion. Also when I am sucessful.]",Accomplished
5978,1,male,2.0,fear,"Once when I was walking alone at mid-night, I happened to put my foot on a frog, as it felt smooth I thought that it was a snake  and I felt afraid. ",Fear
5979,1,male,3.0,anger,My friend and I were to attend a very important meeting and he had promised to come and pick me up.  But he did not turn up and I felt very angry at him.,Anger
5980,1,male,4.0,sadness,"I was really hoping that I would pass the examination, but I failed and so I felt very sad.",Disappointment
5981,1,male,5.0,disgust,[ I feel disgusted at people who talk negatively about a person without knowing the person well.],Disgust
5982,1,male,6.0,shame,[ I have felt shame but am unable to remember any particular incident.],Embarrassment
5983,1,male,7.0,guilt,[ Whenever I do something prohibited or wrong I feel guilty.],Guilt
5984,2,female,1.0,joy,"When I stood first in the B.A exams.  Earlier I had heard of these boys and girls who were toppers, but when I first heard of me having topped I could not believe it.",Elation
5985,2,female,2.0,fear,"When my son fell off the cot at the age of 5 months, I became very nervous and thought that it would cause defects in his head.  ",Fear
5986,2,female,3.0,anger,I was very angry one day when my husband ignored me and slept      on a separate bed.  He had no reasons to doubt me or to neglect me and I had never imagined that he could do such a thing.,Hurt
5987,2,female,4.0,sadness,When I heard the news of the death of my father.  It was in the evening and I was alone all night in my room trying to remember the face of my father.,Grief
5988,2,female,5.0,disgust,One day my colleague misbehaved with me.  I felt disgusted and thought to myself that he could only do this because I was a woman.,Anger
5989,2,female,6.0,shame,One day I addressed my husband in an abusive manner in front of his friends.  Later on I realized this myself and felt ashamed of myself.,Regret
5990,2,female,7.0,guilt,"My mother misunderstood me and prevented me from doing something.  In return I did not talk to her for a few days, only later on I realized that what she had done had been for my good.",Regret
5991,2,female,1.0,joy,"When the results of the part I exams came out I felt tremendous joy in my heart.  The results came out after a long period of worry and anxiety, so it gave me endless relief and joy.",Joy
5992,2,female,2.0,fear,I felt afraid just before receiving the question paper of the part II exam.,Anxiety
5993,2,female,3.0,anger,I remember that when I was in school I saw a case of partiality - one of the teachers gave private coaching classes to some girls and she would give these girls extra attention in class and would ignore the others.,Resentment
5994,2,female,4.0,sadness,"On the last day of my school life I was very sad, specially on the farewell party day.  I felt sad to leave behind my beloved teachers and friends.",Sadness
5995,2,female,5.0,disgust,I was most disgusted when I had to make a nagging three day journey recently from Calcutta to Bombay.  It was very boring and tiring.,Frustration
5996,2,female,6.0,shame,"I remember that once, a friend did not co-operate with me due to some unavoidable reasons.  Unaware of this I treated her unjustly till I realized everything, and then I felt ashamad of my deeds. ",Regret
5997,2,female,7.0,guilt,"I did badly in one of the vital exams, despite getting proper guidance from my parents.  I felt guilty of improper use of the chances provided to me. ",Disappointment
5998,1,male,1.0,joy,[ I can not recall one.],Confusion
5999,1,male,2.0,fear,[ I do not recall one here either.],Confusion
6000,1,male,3.0,anger,"[ This emotion has never been an intense one, that makes it difficult to recall it.]",Confusion
6001,1,male,4.0,sadness,When my honest intentions were marred by another's jealousy.,Hurt
6002,1,male,5.0,disgust,[ The previous incident holds good here also.],"As an AI, I don't have emotions, but if I were to simulate the role of a woman, the emotion would depend on the context of the previous incident mentioned. Without that information, I can't provide an accurate response."
6003,1,male,6.0,shame,[ ....has not really happened.],"As an AI, I don't have personal emotions or experiences. However, I'm here to help answer any questions you have to the best of my ability."
6004,1,male,7.0,guilt,When an event took place in another's life and which I thought I could have avoided.,Empathy
